herdId;nSheep;farmSize;import
2349;7;small;no_import
2350;11;small;no_import
2351;13;small;no_import
2352;8;small;no_import
2353;4;small;no_import
2354;4;small;no_import
2355;1;small;no_import
2356;3;small;no_import
2357;13;small;no_import
2358;8;small;no_import
2359;3;small;import
2360;4;small;no_import
2361;2;small;no_import
2362;21;small;no_import
2363;3;small;no_import
2364;26;small;no_import
2365;10;small;no_import
2366;7;small;no_import
2367;9;small;no_import
2368;24;small;no_import
2369;24;small;no_import
2370;3;small;no_import
2371;47;large;no_import
2372;10;small;no_import
2373;7;small;no_import
2374;3;small;import
2375;11;small;no_import
2376;2;small;no_import
2377;1;small;no_import
2378;11;small;no_import
2379;7;small;no_import
2380;2;small;no_import
2381;57;large;no_import
2382;12;small;no_import
2383;45;large;no_import
2384;33;large;no_import
2385;9;small;no_import
2386;27;small;import
2387;13;small;no_import
2388;4;small;no_import
2389;2;small;no_import
2390;3;small;import
2391;25;small;no_import
2392;3;small;import
2393;11;small;no_import
2394;3;small;no_import
2395;4;small;no_import
2396;2;small;no_import
2397;7;small;no_import
2398;3;small;no_import
2399;4;small;import
2400;72;large;no_import
2401;6;small;no_import
2402;3;small;no_import
2403;3;small;no_import
2404;24;small;no_import
2405;12;small;no_import
2406;12;small;no_import
2407;12;small;no_import
2408;23;small;no_import
2409;16;small;import
2410;3;small;no_import
2411;10;small;no_import
2412;49;large;no_import
2413;75;large;no_import
2414;26;small;no_import
2415;1;small;no_import
2416;3;small;no_import
2417;2;small;no_import
2418;2;small;no_import
2419;20;small;no_import
2420;6;small;no_import
2421;7;small;no_import
2422;7;small;no_import
2423;3;small;no_import
2424;10;small;no_import
2425;3;small;no_import
2426;15;small;import
2427;17;small;no_import
2428;16;small;no_import
2429;5;small;no_import
2430;3;small;no_import
2431;28;small;no_import
2432;15;small;no_import
2433;2;small;import
2434;5;small;no_import
2435;2;small;no_import
2436;17;small;no_import
2437;29;small;no_import
2438;4;small;no_import
2439;3;small;no_import
2440;77;large;import
2441;26;small;no_import
2442;11;small;no_import
2443;39;large;no_import
2444;14;small;no_import
2445;5;small;no_import
2446;101;large;no_import
2447;50;large;no_import
2448;14;small;no_import
2449;21;small;no_import
2450;10;small;no_import
2451;7;small;no_import
2452;2;small;no_import
2453;9;small;no_import
2454;4;small;no_import
2455;3;small;no_import
2456;85;large;no_import
2457;4;small;no_import
2458;31;large;no_import
2459;19;small;no_import
2460;9;small;no_import
2461;9;small;no_import
2462;3;small;no_import
2463;8;small;no_import
2464;3;small;no_import
2465;6;small;no_import
2466;2;small;no_import
2467;6;small;import
2468;4;small;no_import
2469;2;small;no_import
2470;1;small;no_import
2471;26;small;no_import
2472;39;large;no_import
2473;34;large;no_import
2474;11;small;no_import
2475;13;small;no_import
2476;26;small;no_import
2477;4;small;no_import
2478;9;small;no_import
2479;54;large;no_import
2480;11;small;import
2481;13;small;no_import
2482;4;small;import
2483;31;large;no_import
2484;3;small;no_import
2485;16;small;no_import
2486;9;small;no_import
2487;4;small;no_import
2488;10;small;import
2489;5;small;no_import
2490;4;small;no_import
2491;7;small;no_import
2492;3;small;no_import
2493;5;small;no_import
2494;17;small;no_import
2495;20;small;no_import
2496;12;small;no_import
2497;4;small;import
2498;3;small;import
2499;15;small;no_import
2500;7;small;no_import
2501;19;small;import
2502;20;small;no_import
2503;2;small;no_import
2504;21;small;no_import
2505;34;large;no_import
2506;1;small;no_import
2507;63;large;no_import
2508;3;small;no_import
2509;15;small;no_import
2510;26;small;no_import
2511;21;small;no_import
2512;119;large;no_import
2513;6;small;no_import
2514;3;small;no_import
2515;1;small;no_import
2516;11;small;no_import
2517;23;small;no_import
2518;7;small;no_import
2519;10;small;no_import
2520;6;small;no_import
2521;1;small;no_import
2522;33;large;no_import
2523;26;small;no_import
2524;21;small;no_import
2525;2;small;no_import
2526;36;large;no_import
2527;12;small;no_import
2528;13;small;no_import
2529;6;small;no_import
2530;3;small;no_import
2531;5;small;no_import
2532;19;small;no_import
2533;3;small;no_import
2534;6;small;no_import
2535;1;small;import
2536;5;small;no_import
2537;6;small;import
2538;2;small;no_import
2539;3;small;no_import
2540;17;small;no_import
2541;30;small;no_import
2542;14;small;no_import
2543;11;small;no_import
2544;2;small;import
2545;11;small;no_import
2546;4;small;no_import
2547;3;small;no_import
2548;63;large;no_import
2549;16;small;no_import
2550;29;small;no_import
2551;3;small;no_import
2552;3;small;import
2553;8;small;no_import
2554;2;small;no_import
2555;5;small;no_import
2556;2;small;no_import
2557;22;small;no_import
2558;1;small;no_import
2559;4;small;import
2560;5;small;no_import
2561;6;small;no_import
2562;4;small;no_import
2563;2;small;no_import
2564;41;large;no_import
2565;1;small;no_import
2566;4;small;no_import
2567;15;small;no_import
2568;2;small;no_import
2569;9;small;no_import
2570;3;small;no_import
2571;20;small;no_import
2572;42;large;no_import
2573;5;small;no_import
2574;13;small;no_import
2575;12;small;import
2576;48;large;no_import
2577;37;large;no_import
2578;3;small;no_import
2579;11;small;no_import
2580;20;small;no_import
2581;51;large;no_import
2582;34;large;import
2583;2;small;no_import
2584;59;large;no_import
2585;2;small;no_import
2586;12;small;no_import
2587;8;small;no_import
2588;10;small;no_import
2589;53;large;no_import
2590;3;small;no_import
2591;14;small;no_import
2592;4;small;no_import
2593;6;small;import
2594;10;small;no_import
2595;4;small;no_import
2596;7;small;no_import
2597;14;small;no_import
2598;6;small;no_import
2599;2;small;no_import
2600;11;small;no_import
2601;40;large;no_import
2602;22;small;no_import
2603;11;small;no_import
2604;22;small;no_import
2605;15;small;no_import
2606;25;small;no_import
2607;10;small;import
2608;5;small;no_import
2609;25;small;import
2610;60;large;no_import
2611;1;small;no_import
2612;3;small;no_import
2613;5;small;no_import
2614;14;small;no_import
2615;1;small;no_import
2616;6;small;no_import
2617;76;large;no_import
2618;12;small;import
2619;4;small;no_import
2620;26;small;import
2621;20;small;no_import
2622;2;small;no_import
2623;2;small;no_import
2624;27;small;no_import
2625;2;small;no_import
2626;2;small;no_import
2627;2;small;no_import
2628;7;small;no_import
2629;1;small;import
2630;3;small;no_import
2631;1;small;no_import
2632;8;small;no_import
2633;10;small;no_import
2634;2;small;no_import
2635;4;small;no_import
2636;7;small;no_import
2637;19;small;no_import
2638;12;small;no_import
2639;18;small;no_import
2640;14;small;no_import
2641;7;small;no_import
2642;6;small;no_import
2643;6;small;no_import
2644;10;small;no_import
2645;10;small;no_import
2646;35;large;no_import
2647;27;small;no_import
2648;8;small;no_import
2649;1;small;no_import
2650;20;small;no_import
2651;8;small;no_import
2652;94;large;no_import
2653;7;small;no_import
2654;11;small;no_import
2655;41;large;no_import
2656;8;small;no_import
2657;3;small;no_import
2658;5;small;no_import
2659;24;small;no_import
2660;2;small;no_import
2661;22;small;no_import
2662;2;small;no_import
2663;8;small;no_import
2664;10;small;no_import
2665;6;small;no_import
2666;3;small;no_import
2667;10;small;no_import
2668;18;small;no_import
2669;2;small;no_import
2670;6;small;no_import
2671;53;large;no_import
2672;47;large;no_import
2673;11;small;no_import
2674;5;small;no_import
2675;13;small;no_import
2676;3;small;import
2677;4;small;no_import
2678;15;small;no_import
2679;6;small;no_import
2680;11;small;no_import
2681;3;small;no_import
2682;14;small;no_import
2683;5;small;no_import
2684;6;small;no_import
2685;3;small;no_import
2686;13;small;no_import
2687;4;small;no_import
2688;2;small;no_import
2689;35;large;no_import
2690;16;small;no_import
2691;22;small;no_import
2692;12;small;no_import
2693;10;small;no_import
2694;34;large;import
2695;12;small;no_import
2696;2;small;no_import
2697;53;large;no_import
2698;2;small;no_import
2699;49;large;no_import
2700;62;large;no_import
2701;16;small;no_import
2702;6;small;no_import
2703;4;small;no_import
2704;8;small;no_import
2705;86;large;no_import
2706;6;small;import
2707;6;small;no_import
2708;6;small;no_import
2709;5;small;no_import
2710;15;small;no_import
2711;28;small;no_import
2712;15;small;no_import
2713;3;small;no_import
2714;2;small;import
2715;17;small;no_import
2716;29;small;no_import
2717;2;small;import
2718;18;small;no_import
2719;10;small;no_import
2720;4;small;no_import
2721;1;small;no_import
2722;6;small;no_import
2723;2;small;import
2724;43;large;no_import
2725;22;small;import
2726;2;small;no_import
2727;3;small;no_import
2728;6;small;no_import
2729;1;small;no_import
2730;2;small;no_import
2731;21;small;no_import
2732;121;large;no_import
2733;1;small;no_import
2734;11;small;no_import
2735;8;small;no_import
2736;22;small;no_import
2737;6;small;no_import
2738;10;small;no_import
2739;9;small;no_import
2740;7;small;no_import
2741;5;small;no_import
2742;27;small;no_import
2743;12;small;import
2744;2;small;no_import
2745;12;small;no_import
2746;3;small;no_import
2747;7;small;no_import
2748;87;large;no_import
2749;18;small;no_import
2750;131;large;no_import
2751;5;small;no_import
2752;5;small;no_import
2753;16;small;import
2754;2;small;no_import
2755;6;small;no_import
2756;5;small;no_import
2757;6;small;no_import
2758;4;small;import
2759;51;large;no_import
2760;6;small;no_import
2761;6;small;no_import
2762;13;small;no_import
2763;177;large;no_import
2764;2;small;no_import
2765;19;small;no_import
2766;2;small;no_import
2767;9;small;no_import
2768;11;small;no_import
2769;6;small;no_import
2770;2;small;no_import
2771;50;large;no_import
2772;23;small;no_import
2773;2;small;no_import
2774;5;small;no_import
2775;4;small;no_import
2776;9;small;no_import
2777;3;small;no_import
2778;11;small;no_import
2779;1;small;no_import
2780;3;small;no_import
2781;4;small;no_import
2782;19;small;no_import
2783;24;small;no_import
2784;4;small;no_import
2785;9;small;no_import
2786;26;small;no_import
2787;31;large;no_import
2788;214;large;no_import
2789;50;large;no_import
2790;70;large;no_import
2791;6;small;no_import
2792;3;small;no_import
2793;11;small;no_import
2794;4;small;no_import
2795;9;small;no_import
2796;6;small;import
2797;17;small;import
2798;3;small;no_import
2799;4;small;no_import
2800;4;small;no_import
2801;28;small;no_import
2802;2;small;no_import
2803;31;large;no_import
2804;6;small;import
2805;6;small;no_import
2806;3;small;no_import
2807;13;small;no_import
2808;6;small;no_import
2809;40;large;no_import
2810;58;large;no_import
2811;5;small;no_import
2812;4;small;no_import
2813;1;small;no_import
2814;11;small;no_import
2815;5;small;no_import
2816;15;small;no_import
2817;5;small;no_import
2818;24;small;no_import
2819;19;small;no_import
2820;51;large;no_import
2821;6;small;no_import
2822;4;small;no_import
2823;7;small;no_import
2824;8;small;no_import
2825;9;small;import
2826;7;small;no_import
2827;4;small;no_import
2828;17;small;no_import
2829;38;large;no_import
2830;3;small;no_import
2831;9;small;no_import
2832;8;small;no_import
2833;16;small;no_import
2834;2;small;no_import
2835;12;small;no_import
2836;11;small;no_import
2837;41;large;no_import
2838;33;large;no_import
2839;2;small;no_import
2840;7;small;no_import
2841;14;small;no_import
2842;22;small;no_import
2843;7;small;no_import
2844;12;small;no_import
2845;5;small;no_import
2846;8;small;no_import
2847;2;small;no_import
2848;7;small;no_import
2849;10;small;no_import
2850;10;small;no_import
2851;50;large;no_import
2852;12;small;no_import
2853;35;large;no_import
2854;3;small;no_import
2855;35;large;no_import
2856;17;small;no_import
2857;4;small;no_import
2858;16;small;no_import
2859;7;small;no_import
2860;3;small;no_import
2861;17;small;no_import
2862;13;small;no_import
2863;52;large;no_import
2864;2;small;no_import
2865;2;small;import
2866;11;small;no_import
2867;3;small;no_import
2868;5;small;no_import
2869;18;small;no_import
2870;20;small;import
2871;11;small;import
2872;4;small;no_import
2873;1;small;no_import
2874;13;small;no_import
2875;11;small;no_import
2876;21;small;no_import
2877;4;small;no_import
2878;3;small;no_import
2879;10;small;no_import
2880;20;small;no_import
2881;9;small;import
2882;2;small;no_import
2883;16;small;no_import
2884;3;small;import
2885;2;small;no_import
2886;20;small;no_import
2887;4;small;no_import
2888;3;small;no_import
2889;3;small;no_import
2890;1;small;no_import
2891;4;small;no_import
2892;3;small;no_import
2893;18;small;no_import
2894;3;small;no_import
2895;15;small;no_import
2896;8;small;no_import
2897;3;small;no_import
2898;5;small;no_import
2899;5;small;no_import
2900;28;small;no_import
2901;2;small;no_import
2902;22;small;no_import
2903;5;small;no_import
2904;3;small;no_import
2905;3;small;import
2906;2;small;import
2907;7;small;no_import
2908;1;small;no_import
2909;1;small;no_import
2910;8;small;no_import
2911;3;small;no_import
2912;11;small;no_import
2913;6;small;no_import
2914;7;small;no_import
2915;3;small;no_import
2916;11;small;no_import
2917;2;small;no_import
2918;1;small;no_import
2919;2;small;no_import
2920;5;small;no_import
2921;15;small;no_import
2922;21;small;no_import
2923;41;large;no_import
2924;2;small;import
2925;1;small;no_import
2926;18;small;no_import
2927;11;small;no_import
2928;9;small;import
2929;118;large;import
2930;7;small;no_import
2931;58;large;no_import
2932;26;small;no_import
2933;25;small;no_import
2934;26;small;no_import
2935;31;large;no_import
2936;41;large;no_import
2937;2;small;no_import
2938;2;small;no_import
2939;12;small;no_import
2940;5;small;no_import
2941;27;small;no_import
2942;17;small;no_import
2943;3;small;no_import
2944;3;small;no_import
2945;6;small;no_import
2946;1;small;no_import
2947;5;small;no_import
2948;26;small;no_import
2949;4;small;no_import
2950;131;large;no_import
2951;8;small;no_import
2952;2;small;no_import
2953;29;small;no_import
2954;6;small;import
2955;23;small;no_import
2956;4;small;no_import
2957;12;small;import
2958;2;small;no_import
2959;12;small;no_import
2960;26;small;no_import
2961;5;small;no_import
2962;1;small;no_import
2963;16;small;import
2964;3;small;no_import
2965;7;small;no_import
2966;5;small;no_import
2967;25;small;no_import
2968;51;large;no_import
2969;9;small;no_import
2970;11;small;no_import
2971;21;small;no_import
2972;13;small;no_import
2973;18;small;no_import
2974;2;small;no_import
2975;7;small;import
2976;10;small;no_import
2977;15;small;no_import
2978;19;small;no_import
2979;6;small;no_import
2980;12;small;import
2981;4;small;no_import
2982;39;large;no_import
2983;17;small;no_import
2984;12;small;no_import
2985;8;small;no_import
2986;43;large;no_import
2987;2;small;no_import
2988;6;small;no_import
2989;2;small;no_import
2990;12;small;no_import
2991;21;small;no_import
2992;4;small;no_import
2993;1;small;no_import
2994;13;small;no_import
2995;6;small;no_import
2996;11;small;no_import
2997;12;small;no_import
2998;5;small;import
2999;3;small;no_import
3000;12;small;no_import
3001;32;large;no_import
3002;4;small;no_import
3003;2;small;no_import
3004;4;small;no_import
3005;47;large;no_import
3006;2;small;import
3007;3;small;no_import
3008;8;small;no_import
3009;3;small;no_import
3010;16;small;no_import
3011;28;small;no_import
3012;19;small;no_import
3013;2;small;no_import
3014;10;small;no_import
3015;2;small;no_import
3016;3;small;no_import
3017;5;small;no_import
3018;13;small;import
3019;11;small;no_import
3020;46;large;no_import
3021;10;small;no_import
3022;14;small;import
3023;15;small;no_import
3024;21;small;import
3025;3;small;no_import
3026;32;large;no_import
3027;7;small;no_import
3028;1;small;no_import
3029;4;small;no_import
3030;5;small;no_import
3031;2;small;no_import
3032;6;small;import
3033;39;large;no_import
3034;33;large;no_import
3035;11;small;no_import
3036;20;small;no_import
3037;3;small;no_import
3038;15;small;no_import
3039;12;small;no_import
3040;2;small;no_import
3041;13;small;no_import
3042;26;small;no_import
3043;11;small;no_import
3044;1;small;no_import
3045;3;small;no_import
3046;17;small;no_import
3047;10;small;no_import
3048;9;small;no_import
3049;8;small;no_import
3050;6;small;no_import
3051;3;small;no_import
3052;146;large;no_import
3053;2;small;no_import
3054;49;large;no_import
3055;24;small;no_import
3056;7;small;import
3057;10;small;no_import
3058;2;small;no_import
3059;45;large;no_import
3060;12;small;no_import
3061;8;small;no_import
3062;8;small;no_import
3063;4;small;no_import
3064;1;small;no_import
3065;39;large;no_import
3066;4;small;no_import
3067;3;small;no_import
3068;2;small;no_import
3069;2;small;no_import
3070;12;small;no_import
3071;6;small;no_import
3072;13;small;no_import
3073;43;large;no_import
3074;18;small;no_import
3075;1;small;no_import
3076;3;small;no_import
3077;10;small;no_import
3078;17;small;no_import
3079;5;small;no_import
3080;4;small;no_import
3081;5;small;no_import
3082;50;large;no_import
3083;6;small;no_import
3084;14;small;no_import
3085;8;small;no_import
3086;5;small;no_import
3087;39;large;no_import
3088;5;small;no_import
3089;32;large;no_import
3090;4;small;no_import
3091;11;small;import
3092;2;small;no_import
3093;10;small;no_import
3094;3;small;no_import
3095;33;large;no_import
3096;23;small;no_import
3097;12;small;no_import
3098;14;small;no_import
3099;19;small;no_import
3100;42;large;no_import
3101;11;small;no_import
3102;8;small;no_import
3103;18;small;no_import
3104;4;small;no_import
3105;4;small;no_import
3106;24;small;no_import
3107;17;small;no_import
3108;1;small;no_import
3109;3;small;no_import
3110;15;small;no_import
3111;2;small;no_import
3112;15;small;no_import
3113;7;small;no_import
3114;21;small;no_import
3115;22;small;no_import
3116;13;small;no_import
3117;4;small;no_import
3118;12;small;no_import
3119;12;small;no_import
3120;4;small;no_import
3121;20;small;no_import
3122;7;small;no_import
3123;9;small;no_import
3124;18;small;no_import
3125;5;small;no_import
3126;5;small;no_import
3127;14;small;no_import
3128;1;small;no_import
3129;4;small;no_import
3130;17;small;no_import
3131;11;small;no_import
3132;11;small;no_import
3133;3;small;no_import
3134;8;small;no_import
3135;111;large;no_import
3136;14;small;no_import
3137;4;small;no_import
3138;9;small;no_import
3139;22;small;no_import
3140;2;small;no_import
3141;25;small;no_import
3142;11;small;no_import
3143;12;small;import
3144;3;small;no_import
3145;1;small;no_import
3146;21;small;no_import
3147;11;small;no_import
3148;13;small;no_import
3149;5;small;no_import
3150;67;large;no_import
3151;15;small;no_import
3152;10;small;no_import
3153;21;small;no_import
3154;17;small;no_import
3155;13;small;no_import
3156;4;small;no_import
3157;22;small;import
3158;101;large;no_import
3159;4;small;no_import
3160;16;small;no_import
3161;16;small;no_import
3162;25;small;no_import
3163;2;small;no_import
3164;4;small;no_import
3165;3;small;no_import
3166;2;small;no_import
3167;19;small;no_import
3168;2;small;import
3169;17;small;no_import
3170;4;small;no_import
3171;3;small;no_import
3172;25;small;no_import
3173;2;small;no_import
3174;1;small;no_import
3175;41;large;no_import
3176;34;large;no_import
3177;10;small;no_import
3178;5;small;no_import
3179;15;small;no_import
3180;4;small;no_import
3181;4;small;no_import
3182;3;small;import
3183;35;large;no_import
3184;6;small;no_import
3185;21;small;no_import
3186;62;large;no_import
3187;2;small;no_import
3188;4;small;no_import
3189;5;small;no_import
3190;3;small;no_import
3191;12;small;no_import
3192;80;large;no_import
3193;10;small;no_import
3194;2;small;no_import
3195;10;small;no_import
3196;2;small;import
3197;2;small;no_import
3198;1;small;no_import
3199;3;small;no_import
3200;14;small;no_import
3201;20;small;import
3202;2;small;no_import
3203;20;small;no_import
3204;23;small;no_import
3205;17;small;no_import
3206;7;small;no_import
3207;7;small;import
3208;6;small;import
3209;14;small;no_import
3210;2;small;no_import
3211;56;large;no_import
3212;132;large;no_import
3213;32;large;no_import
3214;3;small;no_import
3215;6;small;import
3216;2;small;no_import
3217;8;small;no_import
3218;5;small;no_import
3219;10;small;no_import
3220;12;small;no_import
3221;2;small;no_import
3222;11;small;no_import
3223;22;small;no_import
3224;10;small;no_import
3225;23;small;no_import
3226;7;small;no_import
3227;12;small;no_import
3228;9;small;no_import
3229;2;small;no_import
3230;1;small;no_import
3231;5;small;no_import
3232;1;small;no_import
3233;5;small;no_import
3234;22;small;no_import
3235;12;small;no_import
3236;6;small;no_import
3237;3;small;no_import
3238;22;small;no_import
3239;11;small;import
3240;26;small;no_import
3241;1;small;no_import
3242;19;small;no_import
3243;57;large;no_import
3244;64;large;import
3245;59;large;no_import
3246;39;large;no_import
3247;7;small;no_import
3248;14;small;no_import
3249;14;small;no_import
3250;2;small;no_import
3251;30;small;no_import
3252;16;small;no_import
3253;5;small;no_import
3254;65;large;import
3255;2;small;no_import
3256;6;small;no_import
3257;3;small;no_import
3258;5;small;no_import
3259;9;small;no_import
3260;8;small;no_import
3261;10;small;no_import
3262;12;small;import
3263;2;small;no_import
3264;4;small;no_import
3265;9;small;import
3266;51;large;no_import
3267;6;small;no_import
3268;16;small;no_import
3269;14;small;no_import
3270;5;small;no_import
3271;12;small;no_import
3272;4;small;no_import
3273;11;small;no_import
3274;14;small;no_import
3275;7;small;no_import
3276;14;small;no_import
3277;16;small;no_import
3278;7;small;no_import
3279;4;small;no_import
3280;17;small;no_import
3281;44;large;no_import
3282;4;small;import
3283;3;small;no_import
3284;6;small;no_import
3285;6;small;no_import
3286;3;small;no_import
3287;11;small;no_import
3288;4;small;no_import
3289;1;small;no_import
3290;4;small;no_import
3291;2;small;import
3292;30;small;no_import
3293;17;small;import
3294;8;small;no_import
3295;1;small;no_import
3296;3;small;no_import
3297;2;small;no_import
3298;6;small;no_import
3299;2;small;no_import
3300;25;small;no_import
3301;10;small;no_import
3302;3;small;no_import
3303;14;small;no_import
3304;6;small;import
3305;15;small;no_import
3306;5;small;no_import
3307;22;small;import
3308;29;small;no_import
3309;3;small;no_import
3310;3;small;no_import
3311;32;large;no_import
3312;1;small;no_import
3313;14;small;no_import
3314;5;small;no_import
3315;2;small;no_import
3316;11;small;no_import
3317;11;small;no_import
3318;15;small;no_import
3319;7;small;no_import
3320;1;small;no_import
3321;25;small;no_import
3322;11;small;no_import
3323;27;small;no_import
3324;10;small;no_import
3325;9;small;no_import
3326;18;small;no_import
3327;14;small;no_import
3328;14;small;no_import
3329;5;small;no_import
3330;12;small;no_import
3331;41;large;no_import
3332;7;small;import
3333;4;small;no_import
3334;2;small;no_import
3335;10;small;import
3336;20;small;no_import
3337;6;small;no_import
3338;34;large;no_import
3339;31;large;no_import
3340;10;small;no_import
3341;6;small;no_import
3342;3;small;no_import
3343;9;small;no_import
3344;1;small;no_import
3345;25;small;no_import
3346;12;small;no_import
3347;15;small;no_import
3348;7;small;no_import
3349;8;small;no_import
3350;13;small;no_import
3351;96;large;no_import
3352;22;small;no_import
3353;2;small;no_import
3354;3;small;no_import
3355;2;small;no_import
3356;3;small;no_import
3357;8;small;no_import
3358;5;small;no_import
3359;4;small;import
3360;2;small;no_import
3361;14;small;import
3362;16;small;no_import
3363;2;small;no_import
3364;3;small;no_import
3365;2;small;no_import
3366;17;small;no_import
3367;3;small;no_import
3368;11;small;no_import
3369;11;small;no_import
3370;20;small;no_import
3371;23;small;import
3372;29;small;import
3373;6;small;no_import
3374;22;small;no_import
3375;3;small;no_import
3376;11;small;no_import
3377;8;small;no_import
3378;11;small;no_import
3379;6;small;no_import
3380;5;small;no_import
3381;6;small;no_import
3382;32;large;no_import
3383;16;small;no_import
3384;15;small;no_import
3385;22;small;no_import
3386;7;small;no_import
3387;2;small;no_import
3388;4;small;no_import
3389;8;small;import
3390;5;small;no_import
3391;31;large;no_import
3392;36;large;no_import
3393;2;small;no_import
3394;18;small;no_import
3395;4;small;no_import
3396;4;small;no_import
3397;41;large;no_import
3398;7;small;no_import
3399;14;small;no_import
3400;4;small;no_import
3401;11;small;no_import
3402;7;small;no_import
3403;45;large;no_import
3404;37;large;no_import
3405;3;small;no_import
3406;4;small;no_import
3407;35;large;no_import
3408;3;small;no_import
3409;10;small;no_import
3410;5;small;no_import
3411;6;small;no_import
3412;21;small;no_import
3413;3;small;no_import
3414;4;small;no_import
3415;12;small;no_import
3416;4;small;no_import
3417;1;small;no_import
3418;16;small;no_import
3419;13;small;no_import
3420;11;small;no_import
3421;11;small;no_import
3422;19;small;import
3423;57;large;import
3424;9;small;no_import
3425;2;small;no_import
3426;8;small;no_import
3427;31;large;no_import
3428;29;small;no_import
3429;3;small;no_import
3430;38;large;no_import
3431;2;small;no_import
3432;3;small;no_import
3433;2;small;no_import
3434;1;small;no_import
3435;4;small;no_import
3436;2;small;no_import
3437;18;small;no_import
3438;41;large;no_import
3439;5;small;no_import
3440;6;small;no_import
3441;7;small;no_import
3442;3;small;no_import
3443;71;large;no_import
3444;5;small;no_import
3445;2;small;no_import
3446;4;small;no_import
3447;13;small;no_import
3448;27;small;no_import
3449;4;small;no_import
3450;4;small;no_import
3451;16;small;no_import
3452;17;small;no_import
3453;8;small;no_import
3454;29;small;import
3455;46;large;no_import
3456;53;large;no_import
3457;11;small;no_import
3458;4;small;no_import
3459;2;small;no_import
3460;5;small;no_import
3461;2;small;no_import
3462;39;large;no_import
3463;9;small;no_import
3464;2;small;no_import
3465;6;small;no_import
3466;3;small;no_import
3467;2;small;no_import
3468;13;small;no_import
3469;3;small;no_import
3470;13;small;import
3471;5;small;no_import
3472;3;small;import
3473;1;small;no_import
3474;15;small;no_import
3475;40;large;no_import
3476;25;small;no_import
3477;34;large;no_import
3478;9;small;no_import
3479;50;large;no_import
3480;11;small;no_import
3481;6;small;no_import
3482;26;small;no_import
3483;7;small;no_import
3484;6;small;no_import
3485;23;small;no_import
3486;7;small;no_import
3487;3;small;no_import
3488;7;small;no_import
3489;9;small;no_import
3490;14;small;no_import
3491;1;small;no_import
3492;22;small;import
3493;2;small;import
3494;2;small;no_import
3495;2;small;no_import
3496;53;large;no_import
3497;18;small;no_import
3498;13;small;no_import
3499;21;small;no_import
3500;2;small;no_import
3501;9;small;no_import
3502;5;small;no_import
3503;15;small;no_import
3504;4;small;no_import
3505;27;small;import
3506;183;large;no_import
3507;11;small;import
3508;3;small;no_import
3509;2;small;no_import
3510;16;small;no_import
3511;5;small;no_import
3512;19;small;no_import
3513;4;small;import
3514;6;small;no_import
3515;4;small;no_import
3516;2;small;no_import
3517;4;small;no_import
3518;4;small;no_import
3519;6;small;no_import
3520;9;small;no_import
3521;2;small;no_import
3522;2;small;no_import
3523;6;small;no_import
3524;7;small;no_import
3525;13;small;no_import
3526;17;small;no_import
3527;3;small;no_import
3528;7;small;no_import
3529;1;small;no_import
3530;7;small;no_import
3531;9;small;import
3532;41;large;no_import
3533;4;small;import
3534;13;small;no_import
3535;14;small;import
3536;9;small;no_import
3537;2;small;no_import
3538;16;small;import
3539;4;small;no_import
3540;33;large;no_import
3541;11;small;no_import
3542;6;small;import
3543;9;small;no_import
3544;3;small;no_import
3545;2;small;no_import
3546;3;small;no_import
3547;3;small;no_import
3548;5;small;no_import
3549;4;small;import
3550;7;small;no_import
3551;6;small;no_import
3552;8;small;no_import
3553;8;small;no_import
3554;2;small;no_import
3555;2;small;no_import
3556;42;large;no_import
3557;2;small;no_import
3558;4;small;no_import
3559;5;small;no_import
3560;1;small;no_import
3561;4;small;no_import
3562;1;small;no_import
3563;4;small;no_import
3564;12;small;no_import
3565;3;small;no_import
3566;26;small;no_import
3567;13;small;no_import
3568;3;small;import
3569;6;small;no_import
3570;17;small;no_import
3571;2;small;no_import
3572;4;small;no_import
3573;21;small;no_import
3574;16;small;no_import
3575;13;small;no_import
3576;6;small;no_import
3577;12;small;import
3578;2;small;no_import
3579;2;small;no_import
3580;3;small;no_import
3581;116;large;no_import
3582;1;small;no_import
3583;5;small;no_import
3584;30;small;no_import
3585;5;small;no_import
3586;2;small;no_import
3587;10;small;no_import
3588;3;small;no_import
3589;4;small;import
3590;4;small;no_import
3591;6;small;no_import
3592;16;small;no_import
3593;17;small;no_import
3594;12;small;no_import
3595;7;small;no_import
3596;21;small;no_import
3597;36;large;no_import
3598;4;small;no_import
3599;7;small;import
3600;2;small;no_import
3601;6;small;no_import
3602;9;small;no_import
3603;4;small;no_import
3604;35;large;no_import
3605;4;small;no_import
3606;5;small;no_import
3607;3;small;no_import
3608;107;large;no_import
3609;6;small;no_import
3610;4;small;import
3611;5;small;no_import
3612;10;small;no_import
3613;12;small;no_import
3614;37;large;no_import
3615;19;small;no_import
3616;3;small;no_import
3617;10;small;no_import
3618;8;small;no_import
3619;15;small;no_import
3620;4;small;no_import
3621;13;small;no_import
3622;27;small;no_import
3623;15;small;import
3624;4;small;import
3625;4;small;no_import
3626;2;small;import
3627;9;small;no_import
3628;8;small;no_import
3629;22;small;no_import
3630;39;large;no_import
3631;7;small;no_import
3632;3;small;no_import
3633;15;small;no_import
3634;13;small;no_import
3635;17;small;no_import
3636;7;small;no_import
3637;3;small;no_import
3638;11;small;no_import
3639;18;small;no_import
3640;19;small;no_import
